1675852560,23155.0,0.0,1
1675852620,23164.0,0.0,2
1675852680,23155.0,0.0,3
1675852740,23154.5,0.0,4
1675852800,23157.0,0.0,5
1675852860,23159.5,0.0,6
1675852920,23163.0,0.0,7
1675852980,23156.5,0.0,8
1675853040,23147.0,0.0,9
1675853100,23145.5,0.0,10
1675853160,23149.5,0.0,11
1675853220,23148.5,0.0,12
1675853280,23156.5,0.0,13
1675853340,23163.0,0.0,14
1675853400,23163.5,0.0,15
1675853460,23152.0,0.0,16
1675853520,23152.5,0.0,17
1675853580,23154.5,0.0,18
1675853640,23155.0,0.0,19
1675853700,23160.0,0.0,20
1675853760,23157.5,0.0,21
1675853820,23158.0,0.0,22
1675853880,23161.5,0.0,23
1675853940,23157.5,0.0,24
1675854000,23154.0,0.0,25
1675854060,23152.5,0.0,26
1675854120,23150.5,0.0,27
1675854180,23150.5,0.0,28
1675854240,23146.0,0.0,29
1675854300,23144.5,0.0,30
1675854360,23144.5,0.0,31
1675854420,23145.0,0.0,32
1675854480,23140.0,0.0,33
1675854540,23141.0,0.0,34
1675854600,23143.0,0.0,35
1675854660,23161.0,0.0,36
1675854720,23157.0,0.0,37
1675854780,23155.0,0.0,38
1675854840,23164.5,0.0,39
1675854900,23164.5,0.0,40
1675854960,23158.0,0.0,41
1675855020,23164.5,0.0,42
1675855080,23158.0,0.0,43
1675855140,23157.5,0.0,44
1675855200,23161.0,0.0,45
1675855260,23161.0,0.0,46
1675855320,23159.0,0.0,47
1675855380,23162.0,0.0,48
1675855440,23164.0,0.0,49
1675855500,23165.5,0.0,50
1675855560,23165.5,0.0,51
1675855620,23164.5,0.0,52
1675855680,23167.0,0.0,53
1675855740,23168.0,0.0,54
1675855800,23176.5,0.0,55
1675855860,23178.0,0.0,56
1675855920,23178.0,0.0,57
1675855980,23175.5,0.0,58
1675856040,23176.5,0.0,59
1675856100,23177.5,0.0,60
1675856160,23179.0,0.0,61
1675856220,23174.0,0.0,62
1675856280,23173.0,0.0,63
1675856340,23165.5,0.0,64
1675856400,23165.5,0.0,65
1675856460,23165.5,0.0,66
1675856520,23158.5,0.0,67
1675856580,23155.5,0.0,68
1675856640,23150.0,0.0,69
1675856700,23156.0,0.0,70
1675856760,23154.5,0.0,71
1675856820,23152.5,0.0,72
1675856880,23152.5,0.0,73
1675856940,23154.5,0.0,74
1675857000,23156.5,0.0,75
