long,1677806529.114285,23022.0,22829.5,192.5,1677806555.9531267,22829.5,0.4473,-1.0,loss,23061.0
long,1677806722.3335233,22966.5,22773.5,193.0,1677807039.0985408,22773.5,5.2794,-1.0,loss,23005.0
long,1677808216.884673,22325.0,22132.5,192.5,1677808627.7819266,22132.5,6.8483,-1.0,loss,22364.0
long,1677808790.833911,22183.0,21990.0,193.0,1677808843.2681165,22221.5,0.8739,0.199,win,22221.5
long,1677983742.9402528,22197.0,21888.5,308.5,1677983749.9783869,22258.5,0.1173,0.199,win,22258.5
long,1678316177.2179997,21631.0,21384.0,247.0,1678316177.7820892,21680.5,0.0094,0.2,win,21680.5
long,1678386626.2725747,21101.0,20842.0,259.0,1678386640.5179746,21152.5,0.2374,0.199,win,21152.5
long,1678386665.2584383,21087.5,20828.5,259.0,1678386685.7909122,21139.0,0.3422,0.199,win,21139.0
long,1678386733.4967148,21073.0,20814.5,258.5,1678387268.4299114,21124.5,8.9156,0.199,win,21124.5
long,1678395433.3176606,20237.0,19978.0,259.0,1678395960.4996195,20288.5,8.7864,0.199,win,20288.5
short,1678641994.691569,20690.5,21098.5,408.0,1678642176.3062143,20609.0,3.0269,0.2,win,20609.0
short,1678643229.104617,20861.0,21269.0,408.0,1678643258.9468935,20779.5,0.4974,0.2,win,20779.5
short,1678646325.3851392,21136.5,21544.5,408.0,1678646370.9818704,21055.0,0.7599,0.2,win,21055.0
short,1678646432.4256878,21163.5,21571.5,408.0,1678647554.192571,21082.0,18.6961,0.2,win,21082.0
short,1678653218.8850913,21220.5,21628.5,408.0,1678653496.1295493,21139.0,4.6207,0.2,win,21139.0
short,1678659499.9928446,21503.0,21911.0,408.0,1678659867.7939992,21911.0,6.13,-1.0,loss,21421.5
short,1678660321.3394625,21772.5,22180.5,408.0,1678660526.597912,21691.0,3.421,0.2,win,21691.0
short,1678664763.443889,22129.0,22537.0,408.0,1678664766.769918,22047.5,0.0554,0.2,win,22047.5
short,1678668102.3082197,22380.5,22788.5,408.0,1678668113.1766543,22299.0,0.1811,0.2,win,22299.0
short,1678668123.9556432,22396.5,22804.0,407.5,1678669743.3381472,22314.5,26.9897,0.201,win,22314.5
short,1678713513.2755961,22558.0,23224.5,666.5,1678713724.2599354,22424.5,3.5164,0.2,win,22424.5
short,1678716504.729228,22771.0,23437.5,666.5,1678717359.4134364,23437.5,14.2447,-1.0,loss,22637.5
short,1678718818.6122327,23523.5,24190.5,667.0,1678719046.2355313,23390.5,3.7937,0.199,win,23390.5
short,1678719704.47564,23668.0,24334.5,666.5,1678720137.706253,24334.5,7.2205,-1.0,loss,23534.5
short,1678720501.0882547,24053.0,24719.5,666.5,1678721917.093447,23920.0,23.6001,0.2,win,23920.0
short,1678770669.1850798,24756.0,25422.5,666.5,1678770916.60974,24622.5,4.1237,0.2,win,24622.5
short,1678797050.4851475,25074.5,25769.5,695.0,1678797335.822725,24935.5,4.7556,0.2,win,24935.5
short,1678797852.6649134,25287.0,25981.5,694.5,1678798489.5068293,25981.5,10.614,-1.0,loss,25148.0
short,1678799598.4411554,26211.5,26906.5,695.0,1678799818.4255981,26072.5,3.6664,0.2,win,26072.5
long,1678819873.4953365,25071.0,24376.0,695.0,1678821340.6750243,24376.0,24.453,-1.0,loss,25210.0
long,1678821633.4989126,24631.0,23936.0,695.0,1678823689.2001958,24770.0,34.2617,0.2,win,24770.0
short,1678823960.434108,25072.5,25767.5,695.0,1678824682.5743754,24933.5,12.0357,0.2,win,24933.5
long,1678827935.4696236,24321.5,23626.5,695.0,1678829458.6634562,24460.5,25.3866,0.2,win,24460.5
short,1678842199.1664236,24991.5,25686.5,695.0,1678842324.4073179,24852.5,2.0873,0.2,win,24852.5
short,1678883430.1538205,24997.5,25754.0,756.5,1678883832.2850065,24846.5,6.7022,0.2,win,24846.5
short,1679016555.3212826,25360.0,26112.5,752.5,1679034878.3503017,26112.5,305.3838,-1.0,loss,25209.5
short,1679092653.675524,27653.0,28309.5,656.5,1679092872.5710952,27521.5,3.6483,0.2,win,27521.5
long,1679157024.2302184,26833.5,26115.0,718.5,1679157648.0966876,26977.0,10.3978,0.2,win,26977.0
short,1679391819.2059782,28070.0,28626.0,556.0,1679391833.3738549,27959.0,0.2361,0.2,win,27959.0
short,1679391934.048039,28098.5,28654.5,556.0,1679391976.0385122,27987.5,0.6998,0.2,win,27987.5
short,1679508021.464437,28850.5,29327.5,477.0,1679508024.3357787,28755.0,0.0479,0.2,win,28755.0
long,1679510140.5116518,28023.5,27546.0,477.5,1679510289.99646,28118.5,2.4914,0.199,win,28118.5
