short,1585846980,7007.5,7167.0,159.5,1585847100,7167.0,2,-1.000,loss,6956.5
short,1585847700,7091.5,7251.0,159.5,1585850580,7040.5,48,0.320,win,7040.5
long,1585851120,6900.5,6741.0,159.5,1585853400,6741.0,38,-1.000,loss,6951.5
long,1585854060,6729.5,6570.0,159.5,1585854120,6780.5,1,0.320,win,6780.5
long,1586000460,6701.0,6582.0,119.0,1586013960,6739.5,225,0.324,win,6739.5
short,1586032200,6900.0,7019.0,119.0,1586032440,6861.0,4,0.328,win,6861.0
long,1586289900,7156.0,7035.5,120.5,1586290080,7195.0,3,0.324,win,7195.0
long,1586290500,7117.5,6997.0,120.5,1586291220,7156.5,12,0.324,win,7156.5
long,1586433720,7124.0,7041.5,82.5,1586433780,7152.0,1,0.339,win,7152.0
long,1586494860,6999.5,6917.0,82.5,1586494860,7027.5,0,0.339,win,7027.5
long,1586494920,6996.5,6914.0,82.5,1586502240,6914.0,122,-1.000,loss,7024.0
long,1586736000,6837.5,6751.5,86.0,1586736060,6866.0,1,0.331,win,6866.0
long,1586736240,6823.0,6737.5,85.5,1586736600,6851.5,6,0.333,win,6851.5
long,1586737740,6750.5,6665.0,85.5,1586737860,6665.0,2,-1.000,loss,6779.5
long,1586738700,6654.0,6568.5,85.5,1586738940,6683.0,4,0.339,win,6683.0
short,1587020580,6797.0,6886.0,89.0,1587020640,6767.5,1,0.331,win,6767.5
short,1587021000,6822.5,6911.0,88.5,1587021300,6911.0,5,-1.000,loss,6792.5
short,1587021900,6912.0,7000.5,88.5,1587023520,6882.0,27,0.339,win,6882.0
short,1587025920,7030.0,7118.5,88.5,1587025980,7118.5,1,-1.000,loss,7000.0
short,1587026280,7066.0,7155.0,89.0,1587027000,7036.5,12,0.331,win,7036.5
long,1587404820,6855.5,6803.5,52.0,1587404940,6874.0,2,0.356,win,6874.0
short,1587650700,7344.0,7395.5,51.5,1587650700,7325.0,0,0.369,win,7325.0
short,1587650760,7348.5,7400.0,51.5,1587650760,7329.5,0,0.369,win,7329.5
short,1587650880,7357.5,7409.0,51.5,1587651540,7409.0,11,-1.000,loss,7338.5
short,1588178640,8599.0,8640.5,41.5,1588178640,8640.5,0,-1.000,loss,8583.0
short,1588178880,8629.0,8670.5,41.5,1588178940,8670.5,1,-1.000,loss,8613.0
short,1588179120,8653.5,8694.5,41.0,1588179240,8637.0,2,0.402,win,8637.0
short,1588182060,8823.0,8864.5,41.5,1588182120,8806.5,1,0.398,win,8806.5
short,1588182180,8834.5,8876.0,41.5,1588182240,8876.0,1,-1.000,loss,8818.5
short,1588217760,9136.0,9177.5,41.5,1588217880,9177.5,2,-1.000,loss,9120.0
short,1588217940,9155.0,9196.5,41.5,1588218000,9196.5,1,-1.000,loss,9139.0
