short,1585846980,7047.5,7346.5,299.0,1585851540,6864.5,76,0.612,win,6864.5
long,1586000580,6649.5,6426.0,223.5,1586017320,6786.5,279,0.613,win,6786.5
short,1586032200,6927.5,7151.0,223.5,1586032440,6790.5,4,0.613,win,6790.5
long,1586494860,6989.5,6834.5,155.0,1586525880,6834.5,517,-1.000,loss,7086.0
long,1586737740,6693.0,6532.0,161.0,1586777760,6792.5,667,0.618,win,6792.5
short,1587021000,6876.5,7043.0,166.5,1587025920,7043.0,82,-1.000,loss,6773.5
short,1587025980,7083.0,7249.5,166.5,1587033360,6979.5,123,0.622,win,6979.5
short,1587650700,7380.5,7477.5,97.0,1587651600,7477.5,15,-1.000,loss,7319.0
short,1588178700,8687.0,8764.5,77.5,1588178820,8636.5,2,0.652,win,8636.5
long,1588182720,8665.5,8587.5,78.0,1588182720,8716.0,0,0.647,win,8716.0
long,1588231200,9057.5,8979.5,78.0,1588231200,9108.0,0,0.647,win,9108.0
long,1588237620,8899.0,8821.5,77.5,1588237680,8950.0,1,0.658,win,8950.0
long,1588240800,8591.5,8514.0,77.5,1588240920,8642.0,2,0.652,win,8642.0
long,1589069700,9291.0,9044.5,246.5,1589069820,9044.5,2,-1.000,loss,9443.0
long,1589070420,8553.0,8306.5,246.5,1589071560,8705.0,19,0.617,win,8705.0
short,1589071800,8861.5,9108.0,246.5,1589072160,8709.5,6,0.617,win,8709.5
long,1589080260,8443.0,8196.5,246.5,1589080860,8595.0,10,0.617,win,8595.0
long,1589129940,8275.0,7856.5,418.5,1589131620,8530.0,28,0.609,win,8530.0
short,1589140920,8711.5,9130.5,419.0,1589200080,9130.5,986,-1.000,loss,8456.5
long,1589201160,8895.0,8495.0,400.0,1589215140,8495.0,233,-1.000,loss,9139.0
long,1589215500,8490.0,8090.0,400.0,1589226780,8734.0,188,0.610,win,8734.0
long,1589509920,9438.5,8987.0,451.5,1589529060,9713.0,319,0.608,win,9713.0
long,1589575080,9152.5,8750.0,402.5,1589577900,9398.5,47,0.611,win,9398.5
long,1589791680,9526.0,9311.0,215.0,1589798340,9659.0,111,0.619,win,9659.0
