1594252801.5271,9429.0,0.001,Buy
1594252801.7537,9429.0,0.127,Buy
1594252804.7512,9429.0,0.011,Buy
1594252804.7512,9429.0,0.002,Buy
1594252805.5829,9428.5,0.944,Sell
1594252805.836,9428.5,0.844,Sell
1594252808.1745,9429.0,0.009,Buy
1594252808.1745,9429.0,0.004,Buy
1594252808.5658,9428.5,0.001,Sell
1594252815.7339,9431.0,0.876,Buy
1594252815.7339,9431.0,0.005,Buy
1594252815.7339,9429.0,0.053,Buy
1594252815.7339,9429.0,0.029,Buy
1594252815.7339,9430.0,0.002,Buy
1594252815.7339,9431.0,0.002,Buy
1594252838.7751,9430.5,0.01,Sell
1594252838.7751,9430.5,0.15,Sell
1594252853.6002,9430.5,0.043,Sell
1594252861.2546,9430.5,0.001,Sell
1594252862.2889,9430.5,0.001,Sell
1594252869.2831,9431.0,0.001,Buy
1594252871.3167,9431.0,0.001,Buy
1594252921.3078,9430.5,0.001,Sell
1594252933.3372,9431.0,0.001,Buy
1594252936.9318,9431.0,0.08,Buy
1594252938.0935,9431.0,0.01,Buy
1594252938.0935,9431.0,0.01,Buy
1594252938.0935,9431.0,0.002,Buy
1594252938.0935,9431.0,0.005,Buy
1594252938.0935,9431.0,0.003,Buy
1594252956.1103,9437.0,0.18,Buy
1594252956.1103,9437.0,0.242,Buy
1594252956.1103,9437.0,0.005,Buy
1594252956.1103,9437.5,0.15,Buy
1594252956.1103,9437.5,0.1,Buy
1594252956.1103,9437.5,0.05,Buy
1594252956.1103,9437.5,0.107,Buy
1594252956.1103,9437.5,0.1,Buy
1594252956.1103,9436.0,0.002,Buy
1594252956.1103,9435.0,0.009,Buy
1594252956.1103,9436.0,0.002,Buy
1594252956.1103,9436.0,0.032,Buy
1594252956.1103,9431.5,0.001,Buy
1594252956.1103,9431.5,0.002,Buy
1594252956.1103,9432.0,0.002,Buy
1594252956.1103,9433.0,0.005,Buy
1594252956.1103,9434.0,0.002,Buy
1594252956.1103,9433.0,0.002,Buy
1594252956.1103,9435.0,0.002,Buy
1594252956.1103,9435.0,0.005,Buy
1594252956.1322,9438.0,0.001,Buy
1594252956.1322,9438.5,0.006,Buy
1594252956.1322,9439.0,0.709,Buy
1594252956.1322,9438.0,0.1,Buy
1594252956.1322,9437.5,0.043,Buy
1594252956.1322,9438.0,0.001,Buy
1594252956.6423,9437.0,0.027,Sell
1594252957.6465,9437.5,1.0,Buy
1594252958.6502,9437.0,0.205,Sell
1594252959.4368,9437.0,0.022,Sell
1594252962.1369,9437.5,1.0,Buy
1594252965.8104,9437.5,0.396,Buy
1594252966.1858,9437.0,0.387,Sell
1594252968.6563,9437.0,0.024,Sell
1594252972.664,9437.0,0.015,Sell
1594252980.4458,9437.0,0.947,Sell
