1594598401.3456,9295.0,0.001,Buy
1594598403.6509,9295.0,0.144,Buy
1594598403.6509,9295.0,0.962,Buy
1594598403.6509,9295.0,0.001,Buy
1594598403.9724,9295.0,0.108,Buy
1594598403.9724,9295.0,0.773,Buy
1594598405.265,9294.5,0.001,Sell
1594598405.265,9294.5,0.014,Sell
1594598405.5612,9295.0,0.227,Buy
1594598405.5612,9295.0,0.199,Buy
1594598405.5612,9295.0,0.561,Buy
1594598405.7995,9295.0,0.78,Buy
1594598406.1805,9295.0,0.01,Buy
1594598408.3786,9294.5,0.001,Sell
1594598408.6978,9297.0,0.005,Buy
1594598408.6978,9297.0,0.092,Buy
1594598408.6978,9297.0,0.242,Buy
1594598408.6978,9297.0,0.002,Buy
1594598408.6978,9297.0,0.006,Buy
1594598408.6978,9297.0,0.001,Buy
1594598408.6978,9295.0,0.001,Buy
1594598408.6978,9297.0,0.001,Buy
1594598408.6978,9296.0,0.001,Buy
1594598408.6978,9296.0,0.001,Buy
1594598408.6978,9297.0,4.023,Buy
1594598408.6978,9295.0,0.001,Buy
1594598408.6978,9295.0,1.049,Buy
1594598408.6978,9297.0,0.001,Buy
1594598408.6978,9295.0,0.001,Buy
1594598410.1989,9297.0,0.015,Buy
1594598411.959,9297.0,0.174,Buy
1594598415.1574,9297.0,0.001,Buy
1594598415.1574,9297.0,0.001,Buy
1594598415.1574,9297.0,0.001,Buy
1594598415.1574,9297.0,0.001,Buy
1594598416.186,9297.5,0.009,Sell
1594598416.6065,9298.0,0.001,Buy
1594598416.6065,9298.0,0.002,Buy
1594598416.6065,9298.0,0.002,Buy
1594598416.6065,9298.0,0.009,Buy
1594598416.6065,9298.0,0.015,Buy
1594598416.6065,9298.0,0.001,Buy
1594598416.6065,9298.0,0.001,Buy
1594598416.6065,9298.0,0.001,Buy
1594598416.7738,9299.0,0.001,Buy
1594598416.7738,9299.0,0.165,Buy
1594598417.4804,9299.0,0.135,Buy
1594598417.4804,9299.0,0.676,Buy
1594598417.4804,9299.0,0.008,Buy
1594598417.4804,9299.0,0.005,Buy
1594598417.4804,9299.0,0.001,Buy
1594598417.4804,9299.0,0.108,Buy
1594598417.4804,9299.0,0.005,Buy
1594598417.4804,9299.0,0.001,Buy
1594598417.4804,9299.0,0.001,Buy
1594598417.6298,9300.0,0.24,Buy
1594598417.6355,9300.0,0.01,Buy
1594598417.6584,9300.0,2.28,Buy
1594598417.6775,9300.0,2.281,Buy
1594598417.7312,9300.0,0.116,Buy
1594598418.1814,9300.0,0.242,Buy
1594598418.1814,9300.0,0.107,Buy
1594598418.1814,9300.0,0.065,Buy
1594598418.1814,9300.0,1.0,Buy
1594598418.1814,9300.0,0.001,Buy
1594598418.1814,9300.0,0.001,Buy
1594598418.1814,9300.0,0.5,Buy
1594598418.1814,9300.0,0.05,Buy
1594598418.1814,9300.0,0.001,Buy
1594598418.1814,9300.0,0.25,Buy
1594598418.1814,9300.0,0.005,Buy
1594598418.1814,9300.0,0.003,Buy
1594598418.1814,9300.0,0.014,Buy
1594598418.1814,9300.0,0.034,Buy
1594598418.1814,9300.0,0.012,Buy
1594598418.1814,9300.0,0.001,Buy
1594598418.1814,9300.0,0.053,Buy
1594598418.1814,9300.0,0.05,Buy
1594598418.389,9307.0,0.001,Buy
1594598418.389,9306.5,0.001,Buy
1594598418.389,9306.0,0.002,Buy
1594598418.389,9306.0,0.022,Buy
1594598418.389,9306.0,0.001,Buy
1594598418.389,9306.0,0.002,Buy
1594598418.389,9306.0,0.001,Buy
1594598418.389,9305.0,0.005,Buy
1594598418.389,9305.5,0.001,Buy
1594598418.389,9305.5,0.001,Buy
1594598418.389,9305.0,0.05,Buy
1594598418.389,9305.0,0.006,Buy
1594598418.389,9305.0,0.002,Buy
1594598418.389,9305.0,0.001,Buy
1594598418.389,9304.5,0.05,Buy
1594598418.389,9305.5,0.016,Buy
1594598418.389,9307.0,0.048,Buy
1594598418.389,9309.0,0.092,Buy
1594598418.389,9307.5,0.001,Buy
1594598418.389,9310.0,0.039,Buy
1594598418.389,9310.0,0.005,Buy
1594598418.389,9310.0,0.1,Buy
1594598418.389,9310.0,0.003,Buy
1594598418.389,9310.0,0.001,Buy
1594598418.389,9310.0,0.001,Buy
1594598418.389,9309.5,0.001,Buy
1594598418.389,9307.0,0.005,Buy
1594598418.389,9309.0,0.005,Buy
1594598418.389,9309.0,0.001,Buy
1594598418.389,9308.5,0.001,Buy
1594598418.389,9308.0,0.05,Buy
1594598418.389,9308.0,0.1,Buy
1594598418.389,9308.0,0.001,Buy
1594598418.389,9308.0,0.001,Buy
1594598418.389,9307.5,0.242,Buy
1594598418.389,9309.0,0.002,Buy
1594598418.389,9304.5,0.001,Buy
1594598418.389,9301.0,0.032,Buy
1594598418.389,9304.0,0.001,Buy
1594598418.389,9300.5,0.001,Buy
1594598418.389,9301.0,0.001,Buy
1594598418.389,9301.0,0.005,Buy
1594598418.389,9304.0,0.001,Buy
1594598418.389,9301.0,0.005,Buy
1594598418.389,9301.5,0.001,Buy
1594598418.389,9302.0,0.001,Buy
1594598418.389,9302.0,0.001,Buy
1594598418.389,9302.0,0.002,Buy
1594598418.389,9302.0,0.003,Buy
1594598418.389,9302.5,0.001,Buy
1594598418.389,9302.5,0.004,Buy
1594598418.389,9303.0,0.001,Buy
1594598418.389,9303.0,0.005,Buy
1594598418.389,9303.5,0.001,Buy
1594598418.389,9304.0,0.001,Buy
1594598418.389,9302.0,0.003,Buy
1594598418.3962,9310.0,0.011,Buy
1594598418.3962,9310.0,0.019,Buy
1594598418.3964,9310.0,0.003,Buy
1594598418.3965,9310.0,0.001,Buy
