1585353617.6,6309.0,6.426,Sell
1585353617.6,6322.0,0.5,Sell
1585353617.6,6341.0,0.126,Sell
1585353617.6,6345.0,0.378,Sell
1585353617.6,6308.5,2.57,Sell
1585353657.3585,6298.5,0.574,Buy
1585353683.3602,6267.0,0.507,Buy
1585353694.4203,6222.0,0.005,Sell
1585353791.378,6251.5,0.183,Sell
1585353820.3798,6203.0,0.086,Buy
1585353907.3869,6233.5,0.612,Sell
1585353918.3887,6242.0,0.324,Sell
1585353951.402,6253.0,0.626,Buy
1585353964.4037,6243.5,1.32,Buy
1585354003.4109,6228.0,0.114,Sell
1585354010.4128,6232.0,3.799,Buy
1585354057.3497,6249.5,0.342,Sell
1585354078.3515,6257.5,0.581,Sell
1585354141.3588,6254.5,0.489,Buy
1585354167.3605,6252.0,0.22,Sell
1585354245.3736,6256.0,0.825,Sell
1585354274.3754,6259.5,0.223,Sell
1585354361.3859,6243.5,0.388,Sell
1585354387.3877,6230.0,0.344,Sell
1585354465.3956,6244.0,3.198,Sell
1585354482.3974,6259.0,2.27,Sell
1585354533.4093,6243.5,0.309,Sell
1585354541.4196,6241.5,1.24,Sell
1585354560.4214,6234.5,0.943,Buy
1585354617.4286,6259.5,0.846,Sell
1585354646.4303,6259.5,0.3,Sell
1585354733.4431,6259.5,0.164,Sell
1585354746.5822,6260.0,0.05,Buy
1585354759.2495,6260.0,0.2,Buy
1585354761.0617,6259.5,0.05,Sell
1585354787.686,6260.0,0.1,Buy
1585354797.4623,6259.5,0.756,Buy
1585354798.6573,6260.0,0.1,Buy
1585354826.9112,6259.5,2.0,Sell
1585354839.3514,6259.5,0.195,Sell
1585354843.3558,6259.5,0.019,Sell
1585354867.7155,6260.0,0.167,Buy
1585354899.3541,6259.5,0.084,Sell
1585354922.2242,6259.0,0.842,Sell
1585354952.7899,6259.5,0.01,Sell
1585354965.3515,6257.0,0.477,Buy
1585354973.3543,6254.5,0.013,Buy
1585354973.3594,6254.0,0.2,Sell
1585354996.6445,6253.5,0.175,Sell
1585355017.3497,6259.5,0.98,Buy
1585355095.356,6259.5,0.635,Sell
1585355098.5987,6260.0,2.0,Buy
1585355108.1992,6259.0,2.0,Sell
1585355121.3597,6259.5,0.946,Sell
1585355126.3614,6257.5,0.941,Sell
1585355128.0186,6257.5,2.0,Sell
1585355131.365,6259.5,0.136,Sell
1585355136.3667,6259.5,0.358,Sell
1585355165.3713,6259.5,0.534,Sell
1585355189.374,6256.0,1.157,Sell
1585355213.3757,6246.0,0.451,Sell
1585355213.3807,6245.5,0.167,Sell
1585355216.4915,6244.5,2.0,Sell
1585355236.5933,6235.5,0.1,Buy
1585355236.5985,6235.5,0.05,Buy
1585355237.382,6234.5,0.005,Sell
1585355237.382,6234.5,0.241,Sell
1585355237.5806,6223.5,0.635,Sell
1585355240.0878,6229.0,0.001,Buy
1585355246.3837,6234.5,0.287,Sell
1585355246.9435,6236.0,0.001,Sell
1585355247.8239,6239.5,0.01,Buy
1585355255.3864,6245.5,0.064,Buy
1585355273.3908,6234.5,0.245,Sell
1585355277.3926,6242.0,1.59,Sell
1585355281.3953,6241.0,0.376,Buy
1585355285.397,6239.0,0.487,Buy
1585355291.0911,6236.5,0.112,Buy
1585355317.3497,6237.0,0.952,Sell
1585355343.3514,6242.0,0.477,Sell
1585355365.4382,6233.0,0.05,Buy
1585355369.3541,6237.0,0.414,Sell
1585355372.2343,6234.5,0.01,Buy
1585355375.8181,6236.0,0.05,Sell
1585355395.3559,6234.5,0.884,Buy
1585355421.3637,6229.0,0.813,Buy
1585355436.3655,6224.5,0.149,Buy
1585355443.1058,6210.5,3.406,Sell
1585355443.1058,6210.0,0.25,Sell
1585355443.1058,6210.5,1.765,Sell
1585355443.1058,6211.5,7.415,Sell
1585355443.1058,6211.0,1.993,Sell
1585355443.1058,6211.0,5.171,Sell
1585355443.1112,6212.0,0.05,Buy
1585355451.3683,6208.5,0.367,Buy
1585355465.5506,6218.5,1.0,Sell
1585355466.3699,6218.5,0.418,Buy
1585355481.3725,6218.0,0.133,Buy
1585355485.3742,6216.0,0.042,Sell
1585355489.377,6215.0,0.684,Buy
1585355493.3787,6213.5,0.55,Sell
1585355497.3824,6214.0,0.499,Sell
1585355498.4479,6213.5,0.1,Sell
1585355499.3842,6214.5,0.395,Sell
1585355501.3871,6216.0,0.246,Buy
1585355503.3887,6218.5,0.914,Buy
1585355515.5513,6247.5,0.175,Buy
1585355516.6628,6242.0,0.207,Sell
1585355523.7381,6237.0,0.003,Sell
1585355537.8751,6238.0,0.01,Sell
1585355542.0047,6240.0,0.1,Sell
1585355542.0348,6241.5,0.023,Buy
1585355545.937,6236.5,0.01,Sell
1585355546.3634,6238.5,2.518,Buy
1585355550.4002,6240.5,1.861,Buy
1585355557.3497,6241.5,0.557,Sell
1585355579.3513,6248.0,0.137,Sell
1585355601.0907,6229.0,0.01,Sell
1585355601.3541,6231.0,0.272,Buy
1585355623.3558,6248.5,0.24,Buy
1585355631.4958,6243.5,0.01,Sell
1585355632.0195,6244.0,1.0,Sell
1585355645.3602,6238.5,0.279,Sell
1585355658.9353,6240.0,1.764,Sell
1585355663.3648,6239.5,0.731,Sell
1585355681.3697,6240.0,0.713,Sell
1585355687.8157,6240.5,0.034,Buy
1585355725.374,6240.0,0.382,Sell
1585355737.277,6240.0,1.018,Sell
1585355762.8514,6240.0,0.01,Sell
1585355765.7802,6240.0,0.005,Sell
1585355769.3829,6240.0,0.829,Sell
1585355772.4355,6239.5,0.03,Sell
1585355787.3872,6240.0,0.62,Sell
1585355797.4764,6240.0,0.24,Sell
1585355805.3926,6239.5,0.678,Sell
1585355821.6456,6240.5,1.12,Buy
1585355827.3969,6240.0,0.32,Sell
1585355905.3019,6240.5,0.17,Buy
1585355917.5103,6240.5,0.01,Buy
1585355949.8888,6240.0,0.005,Sell
1585355993.0846,6240.5,0.063,Buy
1585356086.307,6240.0,0.024,Sell
1585356147.6269,6240.5,0.068,Buy
1585356147.9687,6240.0,0.071,Sell
1585356147.9687,6240.0,0.51,Sell
1585356147.9687,6240.0,0.1,Sell
1585356189.9759,6240.0,0.058,Sell
1585356189.9759,6240.0,0.01,Sell
1585356198.3308,6240.0,0.5,Sell
1585356261.5763,6240.5,0.045,Buy
1585356326.1621,6240.5,0.351,Buy
1585356326.1621,6240.5,0.01,Buy
1585356326.1621,6240.5,0.12,Buy
1585356327.9282,6249.5,0.034,Sell
1585356337.3496,6249.5,0.85,Sell
1585356340.1465,6250.0,0.01,Buy
1585356343.5044,6261.0,4.0,Buy
1585356343.5098,6261.5,0.558,Buy
1585356343.5098,6261.0,0.246,Buy
1585356355.354,6260.5,0.618,Sell
1585356362.5117,6260.5,0.149,Sell
1585356374.5295,6269.0,0.03,Buy
1585356374.5348,6268.0,0.1,Sell
1585356377.5851,6266.5,0.2,Buy
1585356379.1429,6268.0,2.92,Buy
1585356379.1429,6268.0,5.08,Buy
1585356397.3496,6267.5,4.433,Buy
1585356406.6037,6267.5,4.9,Buy
1585356406.6037,6267.0,0.1,Buy
1585356407.4944,6268.0,0.1,Buy
1585356407.4944,6269.0,0.07,Buy
1585356407.4944,6269.0,0.03,Buy
1585356427.354,6268.5,4.894,Buy
1585356442.3558,6268.5,0.069,Buy
1585356452.7656,6273.0,1.911,Buy
1585356452.7656,6273.5,1.009,Buy
1585356452.7656,6269.0,0.07,Buy
1585356452.7656,6270.0,0.01,Buy
1585356457.3627,6271.5,1.564,Buy
1585356461.9751,6273.0,1.687,Buy
1585356461.9751,6273.0,6.335,Buy
1585356461.9751,6273.0,0.1,Buy
1585356461.9751,6273.5,0.986,Buy
1585356463.3645,6272.0,0.12,Sell
1585356467.1681,6272.5,0.01,Sell
1585356469.3673,6272.0,0.4,Sell
1585356474.2418,6274.5,0.01,Buy
1585356478.8873,6274.5,0.01,Buy
1585356509.496,6274.5,0.05,Buy
1585356512.0649,6288.0,0.01,Buy
1585356512.0649,6274.5,0.03,Buy
1585356518.8757,6288.0,0.09,Buy
1585356518.8757,6288.0,0.1,Buy
1585356518.8757,6290.0,0.012,Buy
1585356518.881,6290.0,0.288,Buy
1585356518.881,6294.0,0.065,Buy
1585356520.9616,6294.0,0.035,Buy
1585356520.9616,6300.0,0.01,Buy
1585356520.9616,6300.0,0.055,Buy
1585356520.9667,6300.0,0.149,Buy
1585356533.8681,6295.0,0.05,Sell
