135906.txt,0.8763,1213,1683
135907.txt,0.8604,1265,1679
135908.txt,0.8441,1311,1675
135909.txt,0.8877,1284,1675
135910.txt,0.8529,1282,1673
135911.txt,0.8590,1283,1671
135912.txt,0.8454,1318,1668
135913.txt,0.8296,1318,1665
135914.txt,0.8187,1313,1663
135916.txt,0.8693,1310,1661
135917.txt,0.8557,1301,1660
135918.txt,0.8951,1295,1660
135919.txt,0.9025,1271,1659
135920.txt,0.9094,1265,1657
135921.txt,0.9042,1255,1657
135922.txt,0.8650,1165,1654
135923.txt,0.8128,1161,1654
135929.txt,0.8335,1142,1640
135937.txt,0.8180,1295,1636
135938.txt,0.9272,1287,1633
135939.txt,0.9118,1285,1630
135940.txt,0.9214,1283,1625
135941.txt,0.8810,1276,1616
135942.txt,0.8526,1238,1611
135943.txt,0.9064,1140,1604
135944.txt,0.8923,1171,1597
135945.txt,0.8906,1200,1586
135946.txt,0.8592,1242,1579
135948.txt,0.8426,1236,1567
135949.txt,0.8559,1228,1560
135950.txt,0.8575,1522,1553
135951.txt,0.8985,1519,1549
135952.txt,0.8891,1543,1543
135953.txt,0.8559,1539,1539
135954.txt,0.8284,1532,1532
135957.txt,0.8614,1517,1517
135958.txt,0.8855,1512,1512
135959.txt,0.9061,1507,1507
135960.txt,0.8585,1501,1501
135967.txt,0.8740,1215,1599
136172.txt,0.8688,1071,1407
136173.txt,0.8624,1032,1324
136805.txt,0.8388,1064,1465
136806.txt,0.9220,1100,1465
136807.txt,0.8941,1123,1463
136808.txt,0.9339,1123,1462
136809.txt,0.9415,1132,1461
136810.txt,0.9373,1144,1461
136811.txt,0.9425,1151,1460
136812.txt,0.9558,1159,1458
136813.txt,0.9469,1158,1456
136814.txt,0.9625,1153,1452
136815.txt,0.9597,1148,1448
136816.txt,0.9655,1127,1447
136817.txt,0.9638,1130,1446
136818.txt,0.9532,1130,1446
136819.txt,0.9628,1129,1444
136820.txt,0.9624,1116,1442
136821.txt,0.9628,1109,1442
136822.txt,0.9549,1120,1441
136823.txt,0.9189,1124,1440
136824.txt,0.9177,1125,1440
136825.txt,0.9200,1139,1440
136826.txt,0.9254,1125,1439
136827.txt,0.9291,1129,1436
136828.txt,0.9374,1136,1435
136829.txt,0.9431,1136,1432
136830.txt,0.9389,1134,1431
136834.txt,0.8246,1089,1449
136835.txt,0.8401,1119,1443
136836.txt,0.9431,1104,1433
136837.txt,0.9351,1105,1427
136838.txt,0.9454,1067,1422
136839.txt,0.9188,1090,1420
136840.txt,0.9475,1086,1416
136841.txt,0.9505,1090,1412
136842.txt,0.9139,1098,1408
136843.txt,0.9113,1085,1405
136844.txt,0.8870,1080,1398
136845.txt,0.8839,1081,1394
136846.txt,0.8662,1126,1390
136848.txt,0.8671,1143,1379
136849.txt,0.8219,1207,1371
136850.txt,0.8494,1208,1367
136851.txt,0.8877,1207,1365
136852.txt,0.8459,1202,1358
136853.txt,0.8746,1110,1356
136854.txt,0.8634,1117,1348
136855.txt,0.8431,1113,1341
136856.txt,0.8577,1106,1339
136857.txt,0.8704,1095,1335
136858.txt,0.8995,1086,1332
136859.txt,0.8600,1094,1330
136860.txt,0.8629,1089,1327
136863.txt,0.9094,1100,1437
136864.txt,0.9165,1085,1417
136865.txt,0.9029,1078,1404
136866.txt,0.8391,1084,1396
136867.txt,0.8194,1080,1389
137071.txt,0.8563,1045,1328
137101.txt,0.9381,1000,1302
137131.txt,0.9096,1000,1278
137161.txt,0.8932,1000,1257
137191.txt,0.8451,1000,1233
137705.txt,0.8216,1000,1344
137706.txt,0.8774,1000,1343
137707.txt,0.9023,1000,1343
137708.txt,0.9208,1000,1342
137709.txt,0.8984,1000,1342
137710.txt,0.8652,1000,1342
137711.txt,0.9098,1000,1342
137712.txt,0.9313,1000,1342
137713.txt,0.9301,1000,1341
137714.txt,0.8979,1000,1339
137715.txt,0.9127,1000,1338
137716.txt,0.9087,1000,1337
137717.txt,0.8770,1000,1336
137718.txt,0.8830,1000,1334
137719.txt,0.8877,1000,1334
137720.txt,0.8900,1000,1333
137721.txt,0.9078,1000,1333
137722.txt,0.9207,1000,1331
137723.txt,0.9138,1000,1327
137724.txt,0.9128,1000,1324
137725.txt,0.8996,1000,1324
137726.txt,0.9032,1000,1323
137727.txt,0.8966,1000,1322
137728.txt,0.8982,1000,1319
137729.txt,0.9013,1000,1318
137730.txt,0.8869,1000,1315
137736.txt,0.8201,1025,1330
137737.txt,0.8114,1053,1325
137738.txt,0.8542,1068,1317
137739.txt,0.8276,1000,1308
137740.txt,0.8447,1039,1305
137741.txt,0.8828,1000,1302
137742.txt,0.8506,1000,1295
137743.txt,0.8636,1000,1291
137744.txt,0.8881,1000,1288
137745.txt,0.8559,1000,1284
137746.txt,0.8444,1000,1277
137747.txt,0.8643,1000,1269
137748.txt,0.8779,1000,1265
137749.txt,0.8767,1000,1264
137750.txt,0.8775,1000,1264
137751.txt,0.8891,1000,1259
137752.txt,0.9015,1000,1252
137753.txt,0.9045,1000,1245
137754.txt,0.9020,1181,1242
137755.txt,0.8596,1179,1238
137756.txt,0.8310,1185,1233
137757.txt,0.8119,1000,1232
137758.txt,0.8420,1190,1230
137759.txt,0.8184,1177,1224
137760.txt,0.8644,1000,1221
138031.txt,0.8167,1000,1195
138618.txt,0.8033,1000,1287
138619.txt,0.8179,1000,1287
138620.txt,0.8410,1000,1286
138621.txt,0.8262,1000,1285
138622.txt,0.8348,1000,1285
138623.txt,0.8438,1000,1282
138624.txt,0.8493,1000,1282
138625.txt,0.8618,1000,1280
138626.txt,0.8588,1000,1277
138627.txt,0.8271,1000,1276
138932.txt,0.8482,1000,1089
21609.txt,0.8038,2566,3401
21611.txt,0.8426,2642,3388
21612.txt,0.8397,2705,3383
21613.txt,0.8724,2629,3380
21614.txt,0.8725,2626,3377
21615.txt,0.8407,2673,3365
21616.txt,0.8597,2477,3357
21617.txt,0.8627,2468,3355
21618.txt,0.8340,2461,3347
21619.txt,0.8598,2292,3343
21620.txt,0.8692,2355,3332
21621.txt,0.8559,2370,3320
21622.txt,0.8518,2417,3304
21623.txt,0.8607,2411,3294
21624.txt,0.8711,2409,3290
21625.txt,0.8813,2338,3285
21626.txt,0.9054,2317,3280
21627.txt,0.9253,2311,3270
21628.txt,0.9282,2389,3261
21629.txt,0.8971,2613,3252
21630.txt,0.8976,2311,3249
21659.txt,0.8152,2354,2861
21660.txt,0.8794,2081,2856
21704.txt,0.8158,1823,2533
21705.txt,0.8584,1946,2508
21722.txt,0.8342,2369,3130
21731.txt,0.9284,1461,2410
21732.txt,0.9237,1672,2375
21733.txt,0.9086,1633,2330
21734.txt,0.8258,1654,2285
21735.txt,0.8596,1633,2247
21736.txt,0.8749,1583,2208
21789.txt,0.8093,1463,2118
21813.txt,0.8446,1887,2582
21901.txt,0.8585,2309,2836
21902.txt,0.8323,1991,2455
21931.txt,0.8933,1855,2750
21932.txt,0.8931,1878,2353
21933.txt,0.8057,1664,2069
21961.txt,0.8892,1802,2689
21962.txt,0.8938,1551,2264
21963.txt,0.8760,1355,1953
21991.txt,0.8156,1752,2617
21992.txt,0.8567,1505,2158
21993.txt,0.8035,1296,1864
22023.txt,0.8220,1240,1791
22024.txt,0.9217,1126,1635
22051.txt,0.8286,1731,2502
22052.txt,0.8804,1393,2006
22053.txt,0.8845,1173,1720
22054.txt,0.9273,1026,1532
22083.txt,0.8073,1117,1640
22084.txt,0.8645,1000,1451
22113.txt,0.8365,1054,1566
22351.txt,0.8626,1582,1911
22353.txt,0.8616,1052,1107
22412.txt,0.8751,1095,1276
22441.txt,0.8290,1553,1768
22442.txt,0.8782,1098,1253
22472.txt,0.8929,1084,1232
22510.txt,0.8204,1803,2241
22511.txt,0.8536,1819,2240
22512.txt,0.8715,1832,2234
22513.txt,0.8475,1840,2233
22514.txt,0.8481,1838,2231
22515.txt,0.8266,1838,2226
22516.txt,0.8523,1832,2222
22517.txt,0.8924,1832,2220
22518.txt,0.8878,1817,2216
22519.txt,0.8977,1816,2215
22520.txt,0.8946,1835,2211
22521.txt,0.8488,1991,2204
22522.txt,0.8084,1967,2194
22523.txt,0.8127,1955,2190
22524.txt,0.8459,1962,2189
22525.txt,0.8596,1818,2185
22526.txt,0.8360,1816,2183
