1.txt,1585132560.000000,1440.000000,60.000000,0.100000,0.100000,0.250000,7.000000,1440.000000
2.txt,1585132560.000000,1440.000000,60.000000,0.100000,0.200000,0.250000,7.000000,1440.000000
3.txt,1585132560.000000,1440.000000,60.000000,0.100000,0.300000,0.250000,7.000000,1440.000000
4.txt,1585132560.000000,1440.000000,60.000000,0.100000,0.400000,0.250000,7.000000,1440.000000
5.txt,1585132560.000000,1440.000000,60.000000,0.100000,0.500000,0.250000,7.000000,1440.000000
6.txt,1585132560.000000,1440.000000,60.000000,0.100000,0.600000,0.250000,7.000000,1440.000000
7.txt,1585132560.000000,1440.000000,60.000000,0.100000,0.700000,0.250000,7.000000,1440.000000
8.txt,1585132560.000000,1440.000000,60.000000,0.100000,0.800000,0.250000,7.000000,1440.000000
9.txt,1585132560.000000,1440.000000,60.000000,0.100000,0.900000,0.250000,7.000000,1440.000000
10.txt,1585132560.000000,1440.000000,60.000000,0.100000,1.000000,0.250000,7.000000,1440.000000
11.txt,1585132560.000000,1440.000000,60.000000,0.100000,1.100000,0.250000,7.000000,1440.000000
12.txt,1585132560.000000,1440.000000,60.000000,0.100000,1.200000,0.250000,7.000000,1440.000000
13.txt,1585132560.000000,1440.000000,60.000000,0.100000,1.300000,0.250000,7.000000,1440.000000
14.txt,1585132560.000000,1440.000000,60.000000,0.100000,1.400000,0.250000,7.000000,1440.000000
15.txt,1585132560.000000,1440.000000,60.000000,0.100000,1.500000,0.250000,7.000000,1440.000000
16.txt,1585132560.000000,1440.000000,60.000000,0.100000,1.600000,0.250000,7.000000,1440.000000
17.txt,1585132560.000000,1440.000000,60.000000,0.100000,1.700000,0.250000,7.000000,1440.000000
18.txt,1585132560.000000,1440.000000,60.000000,0.100000,1.800000,0.250000,7.000000,1440.000000
19.txt,1585132560.000000,1440.000000,60.000000,0.100000,1.900000,0.250000,7.000000,1440.000000
20.txt,1585132560.000000,1440.000000,60.000000,0.100000,2.000000,0.250000,7.000000,1440.000000
21.txt,1585132560.000000,1440.000000,60.000000,0.100000,2.100000,0.250000,7.000000,1440.000000
22.txt,1585132560.000000,1440.000000,60.000000,0.100000,2.200000,0.250000,7.000000,1440.000000
