20001.txt,1585132560.000000,1440.000000,1380.000000,0.700000,2.100000,0.250000,7.000000,1440.000000
20002.txt,1585132560.000000,1440.000000,1380.000000,0.700000,2.200000,0.250000,7.000000,1440.000000
20003.txt,1585132560.000000,1440.000000,1380.000000,0.700000,2.300000,0.250000,7.000000,1440.000000
20004.txt,1585132560.000000,1440.000000,1380.000000,0.700000,2.400000,0.250000,7.000000,1440.000000
20005.txt,1585132560.000000,1440.000000,1380.000000,0.700000,2.500000,0.250000,7.000000,1440.000000
20006.txt,1585132560.000000,1440.000000,1380.000000,0.700000,2.600000,0.250000,7.000000,1440.000000
20007.txt,1585132560.000000,1440.000000,1380.000000,0.700000,2.700000,0.250000,7.000000,1440.000000
20008.txt,1585132560.000000,1440.000000,1380.000000,0.700000,2.800000,0.250000,7.000000,1440.000000
20009.txt,1585132560.000000,1440.000000,1380.000000,0.700000,2.900000,0.250000,7.000000,1440.000000
20010.txt,1585132560.000000,1440.000000,1380.000000,0.700000,3.000000,0.250000,7.000000,1440.000000
20011.txt,1585132560.000000,1440.000000,1380.000000,0.800000,0.100000,0.250000,7.000000,1440.000000
20012.txt,1585132560.000000,1440.000000,1380.000000,0.800000,0.200000,0.250000,7.000000,1440.000000
20013.txt,1585132560.000000,1440.000000,1380.000000,0.800000,0.300000,0.250000,7.000000,1440.000000
20014.txt,1585132560.000000,1440.000000,1380.000000,0.800000,0.400000,0.250000,7.000000,1440.000000
20015.txt,1585132560.000000,1440.000000,1380.000000,0.800000,0.500000,0.250000,7.000000,1440.000000
20016.txt,1585132560.000000,1440.000000,1380.000000,0.800000,0.600000,0.250000,7.000000,1440.000000
20017.txt,1585132560.000000,1440.000000,1380.000000,0.800000,0.700000,0.250000,7.000000,1440.000000
20018.txt,1585132560.000000,1440.000000,1380.000000,0.800000,0.800000,0.250000,7.000000,1440.000000
20019.txt,1585132560.000000,1440.000000,1380.000000,0.800000,0.900000,0.250000,7.000000,1440.000000
20020.txt,1585132560.000000,1440.000000,1380.000000,0.800000,1.000000,0.250000,7.000000,1440.000000
20021.txt,1585132560.000000,1440.000000,1380.000000,0.800000,1.100000,0.250000,7.000000,1440.000000
20022.txt,1585132560.000000,1440.000000,1380.000000,0.800000,1.200000,0.250000,7.000000,1440.000000
20023.txt,1585132560.000000,1440.000000,1380.000000,0.800000,1.300000,0.250000,7.000000,1440.000000
20024.txt,1585132560.000000,1440.000000,1380.000000,0.800000,1.400000,0.250000,7.000000,1440.000000
20025.txt,1585132560.000000,1440.000000,1380.000000,0.800000,1.500000,0.250000,7.000000,1440.000000
20026.txt,1585132560.000000,1440.000000,1380.000000,0.800000,1.600000,0.250000,7.000000,1440.000000
20027.txt,1585132560.000000,1440.000000,1380.000000,0.800000,1.700000,0.250000,7.000000,1440.000000
20028.txt,1585132560.000000,1440.000000,1380.000000,0.800000,1.800000,0.250000,7.000000,1440.000000
20029.txt,1585132560.000000,1440.000000,1380.000000,0.800000,1.900000,0.250000,7.000000,1440.000000
20030.txt,1585132560.000000,1440.000000,1380.000000,0.800000,2.000000,0.250000,7.000000,1440.000000
20031.txt,1585132560.000000,1440.000000,1380.000000,0.800000,2.100000,0.250000,7.000000,1440.000000
20032.txt,1585132560.000000,1440.000000,1380.000000,0.800000,2.200000,0.250000,7.000000,1440.000000
20033.txt,1585132560.000000,1440.000000,1380.000000,0.800000,2.300000,0.250000,7.000000,1440.000000
20034.txt,1585132560.000000,1440.000000,1380.000000,0.800000,2.400000,0.250000,7.000000,1440.000000
20035.txt,1585132560.000000,1440.000000,1380.000000,0.800000,2.500000,0.250000,7.000000,1440.000000
