140001.txt,1585132560.000000,10080.000000,720.000000,1.700000,2.100000,0.250000,7.000000,1440.000000
140002.txt,1585132560.000000,10080.000000,720.000000,1.700000,2.200000,0.250000,7.000000,1440.000000
140003.txt,1585132560.000000,10080.000000,720.000000,1.700000,2.300000,0.250000,7.000000,1440.000000
140004.txt,1585132560.000000,10080.000000,720.000000,1.700000,2.400000,0.250000,7.000000,1440.000000
140005.txt,1585132560.000000,10080.000000,720.000000,1.700000,2.500000,0.250000,7.000000,1440.000000
140006.txt,1585132560.000000,10080.000000,720.000000,1.700000,2.600000,0.250000,7.000000,1440.000000
140007.txt,1585132560.000000,10080.000000,720.000000,1.700000,2.700000,0.250000,7.000000,1440.000000
140008.txt,1585132560.000000,10080.000000,720.000000,1.700000,2.800000,0.250000,7.000000,1440.000000
140009.txt,1585132560.000000,10080.000000,720.000000,1.700000,2.900000,0.250000,7.000000,1440.000000
140010.txt,1585132560.000000,10080.000000,720.000000,1.700000,3.000000,0.250000,7.000000,1440.000000
140011.txt,1585132560.000000,10080.000000,720.000000,1.800000,0.100000,0.250000,7.000000,1440.000000
140012.txt,1585132560.000000,10080.000000,720.000000,1.800000,0.200000,0.250000,7.000000,1440.000000
140013.txt,1585132560.000000,10080.000000,720.000000,1.800000,0.300000,0.250000,7.000000,1440.000000
140014.txt,1585132560.000000,10080.000000,720.000000,1.800000,0.400000,0.250000,7.000000,1440.000000
140015.txt,1585132560.000000,10080.000000,720.000000,1.800000,0.500000,0.250000,7.000000,1440.000000
140016.txt,1585132560.000000,10080.000000,720.000000,1.800000,0.600000,0.250000,7.000000,1440.000000
140017.txt,1585132560.000000,10080.000000,720.000000,1.800000,0.700000,0.250000,7.000000,1440.000000
140018.txt,1585132560.000000,10080.000000,720.000000,1.800000,0.800000,0.250000,7.000000,1440.000000
140019.txt,1585132560.000000,10080.000000,720.000000,1.800000,0.900000,0.250000,7.000000,1440.000000
140020.txt,1585132560.000000,10080.000000,720.000000,1.800000,1.000000,0.250000,7.000000,1440.000000
140021.txt,1585132560.000000,10080.000000,720.000000,1.800000,1.100000,0.250000,7.000000,1440.000000
140022.txt,1585132560.000000,10080.000000,720.000000,1.800000,1.200000,0.250000,7.000000,1440.000000
140023.txt,1585132560.000000,10080.000000,720.000000,1.800000,1.300000,0.250000,7.000000,1440.000000
140024.txt,1585132560.000000,10080.000000,720.000000,1.800000,1.400000,0.250000,7.000000,1440.000000
140025.txt,1585132560.000000,10080.000000,720.000000,1.800000,1.500000,0.250000,7.000000,1440.000000
140026.txt,1585132560.000000,10080.000000,720.000000,1.800000,1.600000,0.250000,7.000000,1440.000000
140027.txt,1585132560.000000,10080.000000,720.000000,1.800000,1.700000,0.250000,7.000000,1440.000000
140028.txt,1585132560.000000,10080.000000,720.000000,1.800000,1.800000,0.250000,7.000000,1440.000000
140029.txt,1585132560.000000,10080.000000,720.000000,1.800000,1.900000,0.250000,7.000000,1440.000000
140030.txt,1585132560.000000,10080.000000,720.000000,1.800000,2.000000,0.250000,7.000000,1440.000000
140031.txt,1585132560.000000,10080.000000,720.000000,1.800000,2.100000,0.250000,7.000000,1440.000000
140032.txt,1585132560.000000,10080.000000,720.000000,1.800000,2.200000,0.250000,7.000000,1440.000000
140033.txt,1585132560.000000,10080.000000,720.000000,1.800000,2.300000,0.250000,7.000000,1440.000000
140034.txt,1585132560.000000,10080.000000,720.000000,1.800000,2.400000,0.250000,7.000000,1440.000000
140035.txt,1585132560.000000,10080.000000,720.000000,1.800000,2.500000,0.250000,7.000000,1440.000000
140036.txt,1585132560.000000,10080.000000,720.000000,1.800000,2.600000,0.250000,7.000000,1440.000000
140037.txt,1585132560.000000,10080.000000,720.000000,1.800000,2.700000,0.250000,7.000000,1440.000000
140038.txt,1585132560.000000,10080.000000,720.000000,1.800000,2.800000,0.250000,7.000000,1440.000000
140039.txt,1585132560.000000,10080.000000,720.000000,1.800000,2.900000,0.250000,7.000000,1440.000000
140040.txt,1585132560.000000,10080.000000,720.000000,1.800000,3.000000,0.250000,7.000000,1440.000000
140041.txt,1585132560.000000,10080.000000,720.000000,1.900000,0.100000,0.250000,7.000000,1440.000000
140042.txt,1585132560.000000,10080.000000,720.000000,1.900000,0.200000,0.250000,7.000000,1440.000000
140043.txt,1585132560.000000,10080.000000,720.000000,1.900000,0.300000,0.250000,7.000000,1440.000000
140044.txt,1585132560.000000,10080.000000,720.000000,1.900000,0.400000,0.250000,7.000000,1440.000000
140045.txt,1585132560.000000,10080.000000,720.000000,1.900000,0.500000,0.250000,7.000000,1440.000000
140046.txt,1585132560.000000,10080.000000,720.000000,1.900000,0.600000,0.250000,7.000000,1440.000000
140047.txt,1585132560.000000,10080.000000,720.000000,1.900000,0.700000,0.250000,7.000000,1440.000000
140048.txt,1585132560.000000,10080.000000,720.000000,1.900000,0.800000,0.250000,7.000000,1440.000000
140049.txt,1585132560.000000,10080.000000,720.000000,1.900000,0.900000,0.250000,7.000000,1440.000000
140050.txt,1585132560.000000,10080.000000,720.000000,1.900000,1.000000,0.250000,7.000000,1440.000000
140051.txt,1585132560.000000,10080.000000,720.000000,1.900000,1.100000,0.250000,7.000000,1440.000000
140052.txt,1585132560.000000,10080.000000,720.000000,1.900000,1.200000,0.250000,7.000000,1440.000000
140053.txt,1585132560.000000,10080.000000,720.000000,1.900000,1.300000,0.250000,7.000000,1440.000000
140054.txt,1585132560.000000,10080.000000,720.000000,1.900000,1.400000,0.250000,7.000000,1440.000000
140055.txt,1585132560.000000,10080.000000,720.000000,1.900000,1.500000,0.250000,7.000000,1440.000000
140056.txt,1585132560.000000,10080.000000,720.000000,1.900000,1.600000,0.250000,7.000000,1440.000000
140057.txt,1585132560.000000,10080.000000,720.000000,1.900000,1.700000,0.250000,7.000000,1440.000000
140058.txt,1585132560.000000,10080.000000,720.000000,1.900000,1.800000,0.250000,7.000000,1440.000000
140059.txt,1585132560.000000,10080.000000,720.000000,1.900000,1.900000,0.250000,7.000000,1440.000000
140060.txt,1585132560.000000,10080.000000,720.000000,1.900000,2.000000,0.250000,7.000000,1440.000000
